"文件","类别","批次","状态","说明","原图宽","原图高","原始来源"
"01-静态分镜/71b560fd41-Group-143-复古纸张版.png","01-静态分镜","纸张配图","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1254","1254","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/素材/复古纸张Logo/Group-143-复古纸张版.png
/Users/zimu/.codex/generated_images/01a099c9-bc06-7f63-aeab-00786b566910/exec-1b512ec8-2665-47c4-ac50-eababae0581e.png"
"01-静态分镜/0ab8121a14-即梦AI-复古纸张版.png","01-静态分镜","纸张配图","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1254","1254","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/素材/复古纸张Logo/即梦AI-复古纸张版.png
/Users/zimu/.codex/generated_images/01a099c9-bc06-7f63-aeab-00786b566910/exec-f22439b3-1897-4afc-907a-f48aa486c49f.png"
"01-静态分镜/dc2706d4c2-即梦AI-复古纸张正色版-v2.png","01-静态分镜","纸张配图","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1254","1254","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/素材/复古纸张Logo/即梦AI-复古纸张正色版-v2.png
/Users/zimu/.codex/generated_images/01a099c9-bc06-7f63-aeab-00786b566910/exec-094c325f-8f33-4cf1-ad5a-0c1e5ff5e45d.png"
"01-静态分镜/0e670476bb-Group-141-复古纸张版.png","01-静态分镜","纸张配图","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1254","1254","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/素材/复古纸张Logo/Group-141-复古纸张版.png
/Users/zimu/.codex/generated_images/01a099c9-bc06-7f63-aeab-00786b566910/exec-70cfe56d-d515-4931-8958-eb3890fa2d6a.png"
"03-拆分素材/5922df0487-S01-v01-E02-左侧截图-可见区域.png","03-拆分素材","S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","928","1086","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7/02-elements/S01-v01-E02-左侧截图-可见区域.png"
"03-拆分素材/480704a3d8-S01-v01-E03-人物小传主标题.png","03-拆分素材","S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","348","86","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7/02-elements/S01-v01-E03-人物小传主标题.png"
"03-拆分素材/297818af76-S01-v01-E04-身份标签-整体.png","03-拆分素材","S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","348","100","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7/02-elements/S01-v01-E04-身份标签-整体.png"
"03-拆分素材/4391efb24d-S01-v01-E05-经历标签-整体.png","03-拆分素材","S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","348","98","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7/02-elements/S01-v01-E05-经历标签-整体.png"
"03-拆分素材/873f9fa154-S01-v01-E06-职业标签-整体.png","03-拆分素材","S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","348","101","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7/02-elements/S01-v01-E06-职业标签-整体.png"
"03-拆分素材/db1726a9f0-S01-v01-E07-现在状态标签-整体.png","03-拆分素材","S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","348","102","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S01-02-人物小传-右上圆角标签.png-v01-素材-3392a7/02-elements/S01-v01-E07-现在状态标签-整体.png"
"03-拆分素材/32042dbed3-S03-v01-E02-主标题-AI视频生成方式.png","03-拆分素材","S03-03-AI视频生成方式-3比4拱形卡片.png-v01-素材-437561","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","550","75","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S03-03-AI视频生成方式-3比4拱形卡片.png-v01-素材-437561/02-elements/S03-v01-E02-主标题-AI视频生成方式.png"
"03-拆分素材/17716c7117-S03-v01-E03-左侧文生图卡片-整体.png","03-拆分素材","S03-03-AI视频生成方式-3比4拱形卡片.png-v01-素材-437561","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","371","693","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S03-03-AI视频生成方式-3比4拱形卡片.png-v01-素材-437561/02-elements/S03-v01-E03-左侧文生图卡片-整体.png"
"03-拆分素材/2bf514bd24-S03-v01-E04-右侧图生图卡片-整体.png","03-拆分素材","S03-03-AI视频生成方式-3比4拱形卡片.png-v01-素材-437561","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","373","693","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S03-03-AI视频生成方式-3比4拱形卡片.png-v01-素材-437561/02-elements/S03-v01-E04-右侧图生图卡片-整体.png"
"03-拆分素材/5ce212650c-S04-v01-E01-主标题-人物资产组成部分.png","03-拆分素材","S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b","矩形裁切／有待补项","原文件含轮廓外背景或透明处理未完成，作为输入问题反例。","543","69","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b/02-elements/S04-v01-E01-主标题-人物资产组成部分.png"
"03-拆分素材/71f319f601-S04-v01-E02-人脸胶囊卡片-整体.png","03-拆分素材","S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b","矩形裁切／有待补项","原文件含轮廓外背景或透明处理未完成，作为输入问题反例。","274","579","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b/02-elements/S04-v01-E02-人脸胶囊卡片-整体.png"
"03-拆分素材/d3b946c91d-S04-v01-E03-发型胶囊卡片-整体.png","03-拆分素材","S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b","矩形裁切／有待补项","原文件含轮廓外背景或透明处理未完成，作为输入问题反例。","275","580","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b/02-elements/S04-v01-E03-发型胶囊卡片-整体.png"
"03-拆分素材/59c2cbe91e-S04-v01-E04-衣着胶囊卡片-整体.png","03-拆分素材","S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b","矩形裁切／有待补项","原文件含轮廓外背景或透明处理未完成，作为输入问题反例。","273","581","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b/02-elements/S04-v01-E04-衣着胶囊卡片-整体.png"
"03-拆分素材/da2b3d3b56-S04-v01-E05-记忆点胶囊卡片-整体.png","03-拆分素材","S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b","矩形裁切／有待补项","原文件含轮廓外背景或透明处理未完成，作为输入问题反例。","275","580","/Users/zimu/Documents/ChatGPT/新视频风格-分镜skill炼制/remotion-assets/新视频风格-分镜skill炼制/S04-01-人物资产组成部分-胶囊卡片.png-v01-素材-13f50b/02-elements/S04-v01-E05-记忆点胶囊卡片-整体.png"
"01-静态分镜/d9248ab3a7-S01-场景资产-v02.png","01-静态分镜","测试-S01-我需要做一个标题页：主标题是02.场景资产 副标","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S01-我需要做一个标题页：主标题是02.场景资产 副标/v02-aa1f58/S01-场景资产-v02.png
/Users/zimu/.codex/generated_images/01a0959d-8e10-7442-8309-5da6158dc24b/exec-0047d1fe-08de-476b-a1cc-b6dcad765bbe.png"
"01-静态分镜/74db7e61a0-S02-匠心系列·课程目录-v01.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v01-ccc67b/S02-匠心系列·课程目录-v01.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-813ff357-64b4-4dd7-aaf0-b3a1db10e048.png"
"05-制作字样/c3649f51a6-S02-匠心系列·课程目录-v02-字体字样.png","05-制作字样","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1600","1032","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v02-eb9e32/S02-匠心系列·课程目录-v02-字体字样.png"
"01-静态分镜/02bba44263-S02-匠心系列·课程目录-v02.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v02-eb9e32/S02-匠心系列·课程目录-v02.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-cae58654-8539-4aff-88ee-f2107af4e141.png"
"05-制作字样/5bea1accca-S02-匠心系列·课程目录-v03-字体字样.png","05-制作字样","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1600","859","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v03-209512/.制作参考/S02-匠心系列·课程目录-v03-字体字样.png"
"01-静态分镜/7cba03501a-S02-匠心系列·课程目录-v03.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v03-209512/S02-匠心系列·课程目录-v03.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-cc7aeb2e-26f8-4c24-80c8-2f2674152be4.png"
"05-制作字样/fd94a63c94-S02-匠心系列·课程目录-v04-字体字样.png","05-制作字样","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1600","739","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v04-cd8fba/.制作参考/S02-匠心系列·课程目录-v04-字体字样.png"
"01-静态分镜/238195f15c-S02-匠心系列·课程目录-v04.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v04-cd8fba/S02-匠心系列·课程目录-v04.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-11056cd5-01bf-417e-8482-08345eeba9b9.png"
"05-制作字样/274cc7af4f-S02-人物标签·OUT印章-v05-字体字样.png","05-制作字样","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1600","935","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v05-3123fc/.制作参考/S02-人物标签·OUT印章-v05-字体字样.png
/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v06-db466e/.制作参考/S02-横向标签·OUT印章-v06-字体字样.png
/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v07-938676/.制作参考/S02-单角纹样标签·OUT印章-v07-字体字样.png"
"01-静态分镜/4ed4f5c214-S02-人物标签·OUT印章-v05.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v05-3123fc/S02-人物标签·OUT印章-v05.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-b0293bff-628c-40f1-a638-2440c67f5ef2.png"
"01-静态分镜/6753e84b8f-S02-横向标签·OUT印章-v06.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v06-db466e/S02-横向标签·OUT印章-v06.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-3782d2c8-07ff-4677-9004-fa4450f13032.png"
"01-静态分镜/2869b8f57f-S02-v07-复古纹样参考.jpg","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1200","1800","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v07-938676/.制作参考/S02-v07-复古纹样参考.jpg"
"01-静态分镜/a84ba0c8a3-S02-v07-黑标签右上单角参考.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1516","676","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v07-938676/.制作参考/S02-v07-黑标签右上单角参考.png
/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v09-b2f919/.制作参考/S02-v09-右上R角参考.png"
"01-静态分镜/0b41d175f0-S02-单角纹样标签·OUT印章-v07.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v07-938676/S02-单角纹样标签·OUT印章-v07.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-c8729fc8-f864-40ec-963a-f915a9c3dd6a.png"
"05-制作字样/0ab95efa66-S02-人物特征标签-v08-字体字样.png","05-制作字样","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1600","847","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v08-0a2223/.制作参考/S02-人物特征标签-v08-字体字样.png"
"01-静态分镜/cce3fbdd04-S02-人物特征标签-v08.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v08-0a2223/S02-人物特征标签-v08.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-dcfbec8a-6632-480b-8e04-40e35077a2cc.png"
"05-制作字样/7ec8c349ee-S02-人物特征·双语标签-v09-字体字样.png","05-制作字样","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1600","927","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v09-b2f919/.制作参考/S02-人物特征·双语标签-v09-字体字样.png"
"01-静态分镜/de033658f1-S02-人物特征·双语标签-v09.png","01-静态分镜","测试-S02","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S02/v09-b2f919/S02-人物特征·双语标签-v09.png
/Users/zimu/.codex/generated_images/01a099de-c284-79f1-880e-eff4ad216875/exec-4009e03a-c4dc-4df1-9271-ad24ab663acd.png"
"01-静态分镜/5aa5c1b986-S03-AI视频资产主类-v01-人物资产油画原图.png","01-静态分镜","测试-S03","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1086","1448","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S03/v01-5364f8/.制作参考/S03-AI视频资产主类-v01-人物资产油画原图.png
/Users/zimu/.codex/generated_images/01a0a3eb-b773-7182-b396-61216e8fb763/exec-7c7f9bab-fdde-4dc6-91bc-3cfe1de65e38.png"
"01-静态分镜/13e45e9bc3-S03-AI视频资产主类-v01-场景资产油画原图.png","01-静态分镜","测试-S03","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1086","1448","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S03/v01-5364f8/.制作参考/S03-AI视频资产主类-v01-场景资产油画原图.png
/Users/zimu/.codex/generated_images/01a0a3eb-b773-7182-b396-61216e8fb763/exec-c522928f-d883-4b0c-b9d4-7810092cda19.png"
"01-静态分镜/8078a73a6f-S03-AI视频资产主类-v01-整页组装参考.png","01-静态分镜","测试-S03","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1600","1200","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S03/v01-5364f8/.制作参考/S03-AI视频资产主类-v01-整页组装参考.png"
"05-制作字样/a580f11ad9-S03-AI视频资产主类-v01-标签字样.png","05-制作字样","测试-S03","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1600","361","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S03/v01-5364f8/.制作参考/S03-AI视频资产主类-v01-标签字样.png"
"05-制作字样/168f24d217-S03-AI视频资产主类-v01-标题字样.png","05-制作字样","测试-S03","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1600","227","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S03/v01-5364f8/.制作参考/S03-AI视频资产主类-v01-标题字样.png"
"01-静态分镜/a61cc3e3ed-S03-AI视频资产主类-v01-生图原文件.png","01-静态分镜","测试-S03","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S03/v01-5364f8/.制作参考/S03-AI视频资产主类-v01-生图原文件.png
/Users/zimu/.codex/generated_images/01a0a3eb-b773-7182-b396-61216e8fb763/exec-05aa8ca4-8b54-49c9-8888-1383b62fac1c.png"
"01-静态分镜/b5dec50853-S03-AI视频资产主类-v01-道具资产油画原图.png","01-静态分镜","测试-S03","历史生成／未逐项确认","按原文件保留；用于对照与选例，不等于已全部通过。","1086","1448","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S03/v01-5364f8/.制作参考/S03-AI视频资产主类-v01-道具资产油画原图.png
/Users/zimu/.codex/generated_images/01a0a3eb-b773-7182-b396-61216e8fb763/exec-de95c826-ee7e-489b-883f-83db01f15cee.png"
"01-静态分镜/b8136dae29-S03-AI视频资产主类-v01.png","01-静态分镜","测试-S03","指定拆分来源","用户指定此版本继续提取；不代表后续拆分已经验收。","1600","1200","/Users/zimu/Documents/ChatGPT/分镜Skill测试/output/分镜工作台/S03/v01-5364f8/S03-AI视频资产主类-v01.png"
"03-拆分素材/a4d8210208-S01-v02-E01-黑石背景-生成原件.png","03-拆分素材","S01-我需要做一个标题页：主标题是02.场景资产 副标-v02-素材-a154ac","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S01-我需要做一个标题页：主标题是02.场景资产 副标-v02-素材-a154ac/01-sources/S01-v02-E01-黑石背景-生成原件.png
/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S01-我需要做一个标题页：主标题是02.场景资产 副标-v02-素材-a154ac/02-elements/S01-v02-E01-黑石背景.png
/Users/zimu/.codex/generated_images/01a0959d-8e10-7442-8309-5da6158dc24b/exec-6ce5465f-3907-433c-afce-ce3c126b42e8.png"
"03-拆分素材/4b73c93fa4-S01-v02-E02-主标题-透明.png","03-拆分素材","S01-我需要做一个标题页：主标题是02.场景资产 副标-v02-素材-a154ac","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S01-我需要做一个标题页：主标题是02.场景资产 副标-v02-素材-a154ac/02-elements/S01-v02-E02-主标题-透明.png"
"03-拆分素材/ad43ee4c2d-S01-v02-E03-系列标签-透明.png","03-拆分素材","S01-我需要做一个标题页：主标题是02.场景资产 副标-v02-素材-a154ac","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S01-我需要做一个标题页：主标题是02.场景资产 副标-v02-素材-a154ac/02-elements/S01-v02-E03-系列标签-透明.png"
"03-拆分素材/4a6fc06454-S02-v09-E10-年龄标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","409","152","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E10-年龄标签.png"
"03-拆分素材/24aa30c886-S02-v09-E11-性别标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","408","152","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E11-性别标签.png"
"03-拆分素材/1c6fde6026-S02-v09-E12-发型标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","409","152","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E12-发型标签.png"
"03-拆分素材/ccc684d7f4-S02-v09-E13-服装标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","409","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E13-服装标签.png"
"03-拆分素材/aa1fa81e56-S02-v09-E14-身材标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","408","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E14-身材标签.png"
"03-拆分素材/6a1081d6f6-S02-v09-E15-泪痣标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","409","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E15-泪痣标签.png"
"03-拆分素材/c2ad405af2-S02-v09-E16-卷毛标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","409","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E16-卷毛标签.png"
"03-拆分素材/d890d5c78d-S02-v09-E17-断眉标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","408","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E17-断眉标签.png"
"03-拆分素材/9aee917fda-S02-v09-E18-眉眼标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","409","153","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E18-眉眼标签.png"
"03-拆分素材/817b470232-S02-v09-E19-鼻子标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","409","151","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E19-鼻子标签.png"
"03-拆分素材/697f7b3362-S02-v09-E20-嘴巴标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","旧重建反例","重新排字改变定稿；保留作反例，不能冒充原像素提取。","409","151","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/01-sources/旧重建版标签/S02-v09-E20-嘴巴标签.png"
"03-拆分素材/14a042920f-S02-v09-E09-纯灰背景.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","1448","1086","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E09-纯灰背景.png
/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-单角纹样标签·OUT印章-v07-素材-8ede50/02-elements/S02-v07-E02-纯灰背景.png"
"03-拆分素材/578e8d80cd-S02-v09-E10-年龄标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","409","152","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E10-年龄标签.png"
"03-拆分素材/b1b4bd0db6-S02-v09-E11-性别标签.png","03-拆分素材","S02-人物特征·双语标签-v09-素材-e9ebf3","历史拆分／按批次辨认","保留历史批次与尺寸；透明、坐标和遮挡缺项按原说明判断。","408","152","/Users/zimu/Documents/ChatGPT/分镜Skill测试/remotion-assets/分镜Skill测试/S02-人物特征·双语标签-v09-素材-e9ebf3/02-elements/S02-v09-E11-性别标签.png"
